Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
124825303,"Haruki Murakami Manga Stories 1: Super-Frog Saves Tokyo, Where I'm Likely to Find It, Birthday Girl, The Seventh Man",Jean-Christophe Deveney,"Deveney, Jean-Christophe","Haruki Murakami, PMGL","=""1462924166""","=""9781462924165""",0,3.67,Tuttle Publishing,Kindle Edition,153,2023,2023,,2025/01/09,to-read,to-read (#181),to-read,,,,0,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",0,3.81,Harvest Books,Paperback,209,1989,1927,,2025/01/09,to-read,to-read (#180),to-read,,,,0,0
323328,Death in Venice and Seven Other Stories,Thomas Mann,"Mann, Thomas",H.T. Lowe-Porter,"=""0679722068""","=""9780679722069""",0,3.88,Vintage,Paperback,402,1989,1936,,2025/01/09,to-read,to-read (#179),to-read,,,,0,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,3.94,New Directions,Paperback,176,1958,1948,,2025/01/09,to-read,to-read (#178),to-read,,,,0,0
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",0,3.57,Scribner,Paperback,56,2007,1922,,2025/01/09,to-read,to-read (#177),to-read,,,,0,0
8816,Clockwork Orange (ScreenPress Film Screenplays),Stanley Kubrick,"Kubrick, Stanley",Anthony Burgess,"=""1901680479""","=""9781901680478""",0,4.24,Screenpress Books,Paperback,340,2002,1972,,2025/01/09,to-read,to-read (#176),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2025/01/09,to-read,to-read (#175),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,480,2011,2011,,2025/01/09,to-read,to-read (#174),to-read,,,,0,0
52529,"The Secret (The Secret, #1)",Rhonda Byrne,"Byrne, Rhonda",,"=""""","=""""",0,3.74,Atria Books/Beyond Words,Hardcover,199,2006,2006,,2025/01/09,to-read,to-read (#173),to-read,,,,0,0
30186948,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon","Bill Hartley, Ann Hartley, Ben Holden-Crowther, Muhammad Ghous Siddiqui","=""""","=""""",0,4.16,,Paperback,233,2016,2014,,2025/01/09,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.23,Harper Business,Paperback,623,2006,1949,,2025/01/09,,,read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.15,Penguin,Paperback,306,1999,1963,,2025/01/09,to-read,to-read (#172),to-read,,,,0,0
2373,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,"Deaver, Jeffery",,"=""0451188454""","=""9780451188458""",0,4.20,Signet Book,Mass Market Paperback,528,1998,1997,,2025/01/09,to-read,to-read (#171),to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,,2025/01/09,to-read,to-read (#170),to-read,,,,0,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",0,3.80,Oxford University Press,Paperback,544,1998,1861,,2025/01/09,to-read,to-read (#169),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.57,Penguin Classics ,Paperback,720,2003,1851,,2025/01/09,to-read,to-read (#168),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.28,New English Library,Mass Market Paperback,497,1980,1977,,2025/01/09,to-read,to-read (#167),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2025/01/09,to-read,to-read (#166),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.33,Vintage,Paperback,512,2015,2011,,2025/01/09,to-read,to-read (#165),to-read,,,,0,0
10034,"The Age of Reason (Roads to Freedom, #1)",Jean-Paul Sartre,"Sartre, Jean-Paul",Eric Sutton,"=""0679738959""","=""9780679738954""",0,3.98,Vintage International,Paperback,416,1992,1945,,2025/01/09,to-read,to-read (#164),to-read,,,,0,0
6954542,The Wounded,Yi Chong-Jun,"Chong-Jun, Yi",,"=""898809557X""","=""9788988095577""",0,4.00,Jimoondang Publishing Company,Paperback,104,2002,2002,,2025/01/09,to-read,to-read (#163),to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,,2025/01/09,to-read,to-read (#162),to-read,,,,0,0
91950,The Myth of Sisyphus,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0141182008""","=""9780141182001""",0,4.17,Penguin Classics,Paperback,192,2013,1942,,2025/01/09,to-read,to-read (#161),to-read,,,,0,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",0,3.94,Seal Books,Paperback,460,2006,2001,,2025/01/09,to-read,to-read (#160),to-read,,,,0,0
56616095,The Bell Jar,Sylvia Plath,"Plath, Sylvia","Frances McCullough, Lois Ames","=""0060837020""","=""9780060837020""",0,4.05,Harper Perennial,Paperback,288,2006,1963,,2025/01/09,to-read,to-read (#159),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,4.14,Waking Lion Press,Paperback,86,2006,1886,,2025/01/09,to-read,to-read (#158),to-read,,,,0,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",0,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2025/01/09,to-read,to-read (#157),to-read,,,,0,0
92517,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",Robert Bray,"=""0811214044""","=""9780811214049""",0,3.74,New Directions,Paperback,104,1999,1945,,2025/01/09,to-read,to-read (#155),to-read,,,,0,0
37793,A Doll's House,Henrik Ibsen,"Ibsen, Henrik",,"=""1406914835""","=""9781406914832""",0,3.77,Hard Press,Paperback,122,2007,1879,,2025/01/09,to-read,to-read (#156),to-read,,,,0,0
93261,The Legend of Sleepy Hollow,Washington Irving,"Irving, Washington",,"=""0809594080""","=""9780809594085""",0,3.77,Aegypan,Paperback,108,2004,1820,,2025/01/09,to-read,to-read (#153),to-read,,,,0,0
45032,Mansfield Park,Jane Austen,"Austen, Jane","Kathryn Sutherland, Charles Edmund Brock","=""""","=""""",0,3.86,Penguin Books,Paperback,488,2003,1814,,2025/01/09,to-read,to-read (#152),to-read,,,,0,0
73445,The Complete Poetry,Edgar Allan Poe,"Poe, Edgar Allan",Jay Parini,"=""0451526406""","=""9780451526403""",0,4.27,Signet Classic,Paperback,125,1996,1831,,2025/01/09,to-read,to-read (#151),to-read,,,,0,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",0,4.09,Grove Press,Hardcover,128,2021,2021,,2025/01/09,to-read,to-read (#150),to-read,,,,0,0
112803,Gandhi: An Autobiography,Mahatma Gandhi,"Gandhi, Mahatma",Mahadev Desai,"=""""","=""""",0,4.10,Beacon Press,Paperback,528,1993,1927,,2025/01/09,to-read,to-read (#149),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.42,Ballantine Books,Hardcover,384,2014,2011,,2025/01/09,to-read,to-read (#148),to-read,,,,0,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,4.28,Penguin Books,Paperback,254,2006,180,,2025/01/09,to-read,to-read (#147),to-read,,,,0,0
9021,Long Walk to Freedom: Volume 1,Nelson Mandela,"Mandela, Nelson",,"=""0349116024""","=""9780349116020""",0,4.37,Abacus,Mass Market Paperback,497,2002,1994,,2025/01/09,to-read,to-read (#146),to-read,,,,0,0
1062516,"No, David!",David Shannon,"Shannon, David",,"=""0590930028""","=""9780590930024""",0,4.16,The Blue Sky Press,Hardcover,32,1998,1998,,2025/01/09,,,read,,,,1,0
767680,If You Give a Mouse a Cookie (If You Give...),Laura Joffe Numeroff,"Numeroff, Laura Joffe",Felicia Bond,"=""""","=""9780060245863""",0,4.29,Harper Collins Publishers,Paperback,40,1996,1985,,2025/01/09,,,read,,,,1,0
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",0,4.34,Puffin Books,Board book,26,1994,1969,,2025/01/09,,,read,,,,1,0
6689,James and the Giant Peach,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0375814248""","=""9780375814242""",0,4.04,Alfred A. Knopf ,Hardcover,176,2002,1961,,2025/01/09,to-read,to-read (#145),to-read,,,,0,0
26030734,"The Wild Robot (The Wild Robot, #1)",Peter  Brown,"Brown, Peter",,"=""0316381993""","=""9780316381994""",0,4.22,"Little, Brown Books for Young Readers",Hardcover,282,2016,2016,,2025/01/09,to-read,to-read (#144),to-read,,,,0,0
37190,The Tale of Despereaux,Kate DiCamillo,"DiCamillo, Kate",Timothy Basil Ering,"=""0763625299""","=""9780763625290""",0,4.08,Candlewick Press,Paperback,272,2008,2003,,2025/01/09,,,read,,,,1,0
89763,Esperanza Rising,Pam Muñoz Ryan,"Ryan, Pam Muñoz",,"=""043912042X""","=""9780439120425""",0,4.05,"Scholastic, Inc.",Paperback,304,2002,2000,,2025/01/09,,,read,,,,1,0
40940121,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""""","=""""",0,4.06,HarperCollins,Kindle Edition,190,2009,1977,,2025/01/09,to-read,to-read (#143),to-read,,,,0,0
41044096,Island of the Blue Dolphins,Scott O'Dell,"O'Dell, Scott",,"=""0547488890""","=""9780547488899""",0,3.88,HMH Books for Young Readers,Kindle Edition,194,2010,1960,,2025/01/09,,,read,,,,1,0
389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,"Kinney, Jeff",,"=""0810993139""","=""9780810993136""",0,3.98,Amulet Books,Hardcover,226,2007,2007,,2025/01/09,,,read,,,,1,0
207266,"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,"Pilkey, Dav",,"=""0439014573""","=""9780439014571""",0,4.03,Scholastic Children's Books,Paperback,125,2000,1997,,2025/01/09,,,read,,,,1,0
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",4,4.32,Random House Books for Young Readers,Hardcover,64,1988,1960,,2024/02/13,,,read,,,,1,0
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous","N.K. Sandars, John Maier, Herbert Mason, John H. Marks, Morris Jastrow Jr.","=""0141026286""","=""9780141026282""",4,3.75,Penguin Books Limited,Paperback,72,2006,-2000,2015/08/12,2023/08/01,,,read,,,,1,0
9014,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen  King,"=""0451196716""","=""9780451196712""",0,4.01,Signet,Mass Market Paperback,370,1999,1978,,2025/01/09,to-read,to-read (#142),to-read,,,,0,0
268426,Poems by Robert Frost: A Boy's Will and North of Boston,Robert Frost,"Frost, Robert","Peter Davison, William H. Pritchard","=""0451527879""","=""9780451527875""",0,3.94,Signet,Mass Market Paperback,152,2001,1990,,2025/01/09,to-read,to-read (#141),to-read,,,,0,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",0,4.18,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,2025/01/09,to-read,to-read (#140),to-read,,,,0,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",0,3.59,Heinemann ed,Hardcover,144,1994,1949,,2025/01/09,to-read,to-read (#139),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",3,4.20,Plume,Paperback,368,2022,1949,2016/04/04,2023/08/01,books-for-existential-crises,books-for-existential-crises (#3),read,"A stark reminder about how language (banned or taboo words change in meaning e.g. 'nature'), history (US education system bias), and even thought itself (cancel culture / social media hive mind) can be weaponized to maintain control of it's people, similar to how the bipartisan system in the US divides as an us vs them mentality time and time again.",,,1,0
132268637,Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""""","=""""",3,3.80,"Little, Brown and Company",Hardcover,0,1951,1951,2015/02/07,2023/08/01,rainy-day-reads,rainy-day-reads (#4),read,"Having read this while I was teenager, I was very cynical and ""edgy"". Upon reading this, I realized that beneath the sarcasm and angst lies a vulnerable longing to protect innocence in a world that seems intent on crushing it. I did not discover the world is a cruel place, rather, that the world is far more complex to navigate than I originally believed it to be and that the only solution was to simply accept the novel and unknown no matter how much I tried to prepare, understand, and plan my life out for. By reading this, no matter what stage in life, hopefully you could relate to Holden.",,,1,0
3354905,American Born Chinese,Gene Luen Yang,"Yang, Gene Luen",,"=""0312384483""","=""9780312384487""",3,3.88,Square Fish,Paperback,233,2008,2006,2018/05/11,2023/07/28,rainy-day-reads,rainy-day-reads (#3),read,Using elements of Chinese mythology to reflect struggles of assimilation and self acceptance in a way that feels universal yet intimately specific. I could only feel sympathy and ask how we reconcile the many aspects of who we are when the world insists on simplifying culture for it's convenience?,,,1,0
71388694,Sir Gawain and the Green Knight (Penguin Classics),Anonymous,"Anonymous, Anonymous",Brian Stone,"=""""","=""""",3,3.76,Penguin Classics,Paperback,192,1959,1375,2016/09/14,2023/07/28,rainy-day-reads,rainy-day-reads (#2),read," The following could be taken as a meditation on the fragile interplay between chivalric pride and mortal frailty. If the knight’s lofty code can illuminate the path to honor, it can just as well cast deep shadows of doubt across the human conscience. It also unveils an enduring tension between individual virtue and the obligations imposed by courtly society a notion that resonated for centuries (from my understanding) of literary tradition.",,,1,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Samuel Moore, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",3,3.68,Penguin Books,Paperback,288,2002,1848,2023/10/09,2023/07/28,rainy-day-reads,rainy-day-reads (#1),read,"One might read it as a radical extension of Enlightenment thought, if human reason can light the path to self determination, it could just as well shine a path to a new social order. Yet, it also hints at the deep-rooted tensions between individual autonomy and collective will. A tension displayed in every western world society. We should therefore still ask (no matter what you believe in politically) who truly holds power over our lives, and how much of our fate do we surrender when we accept social structures as inevitable?",,,1,0
822497,Metamorphosis and Other Stories,Franz Kafka,"Kafka, Franz",,"=""0749399538""","=""9780749399535""",4,3.88,Vintage,Paperback,218,1999,1915,2024/08/21,2023/07/26,books-for-existential-crises,books-for-existential-crises (#2),read,"An unsettling yet captivating journey into the absurd and the existential. Kafka’s writing masterfully captures the alienation of modern life, with his characters often trapped in incomprehensible circumstances that reflect our own quiet fears and frustrations. Though a very difficult read for me personally, I could see how Kafka holds a mirror to the fragmented human condition in each story, crafting narratives that are both haunting and deeply thought-provoking. The bizarre plots are challenging to wrap your head around, but that’s part of their lasting impact. Hopefully, one day I’ll better understand the layers of meaning Kafka was exploring in his surreal and enigmatic worlds.",,,1,0
54845619,Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""""","=""""",3,4.33,"CareerCup, LLC",Unknown Binding,,2016,2008,2020/05/23,2023/07/28,,,read,"I read this book while preparing for technical interviews, and it proved to be an invaluable resource. The majority of the examples are in Java, which was particularly useful at the time since I was focusing on that language. Although I’ve since transitioned mostly to Python, I still found the discussions on data structures, algorithms, Big O notation, and the extensive practice problems highly relevant. The content is presented at a pace that feels approachable yet thorough.",,,1,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine R. Hedges,"=""1558611584""","=""9781558611580""",0,4.07,The Feminist Press at CUNY,Paperback,62,1996,1892,,2025/01/09,to-read,to-read (#138),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2025/01/09,to-read,to-read (#137),to-read,,,,0,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",0,3.85,Barnes & Noble Classics,Paperback,260,2005,1817,,2025/01/09,to-read,to-read (#136),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",3,3.70,Penguin Books ,Paperback,182,1999,1954,2014/10/15,2023/08/01,,,read,"This isn’t just about 'human nature' or how 'man turns to beast as time passes by on a deserted island.' It’s a testament to a certain type of mentality. For example, if we replaced the children from England with a group of stranded kids from Nepal, the outcome would be entirely different. Why is that? Because Nepal is an example of a country that derives happiness from community, making it far easier for individuals to assimilate and work together.  <br/><br/>This isn’t to say, 'Ooh, capitalism bad'no, because capitalism can bring about wonders that help most if done properly and within reason. What I am suggesting is that individualism should not be celebrated as heavily as it is in today’s world. The genius of this story lies in its ability to make the descent into chaos feel both inevitable and terrifyingly familiar for anyone with this mentality, succumbing without rules on a deserted island.<br/><br/>I implore you, including myself to do things because they help others. Simple and obvious but it is nice to remember and a situation like Lord of the Flies, even if hypothetical might not even happen.",,,1,0
18289406,To Kill a Mockingbird,Harper Lee,"Lee, Harper","Albert L. French, Aafke Brouwer","=""""","=""""",4,4.26,The Folio Society,Hardcover,270,,1960,2012/10/05,2023/08/01,,,read,"I wonder why this book is so popular to teach in middle school. I find it ironic that, during a paramount moment in development, in a setting where compliance is crucial, we are required to read a book that asks us to confront our own complicity in systems of injustice and to do the right thing, even when it is illegal or socially unacceptable. Last I checked, the compliance instilled in school often translates to working for a company that may be morally bankrupt. How does one cope with this notion for the rest of their days in such a hypothetical situation?",,,1,0
29737691,Mum dreams about a Little Lightning Bug (Books about the Little Lightning Bug's Journey),Judit Franch,"Franch, Judit",,"=""1910650021""","=""9781910650028""",0,4.00,Liberum Vox Books,Hardcover,28,2016,,,2025/01/09,to-read,to-read (#135),to-read,,,,0,0
49752192,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",5,3.99,,Kindle Edition,197,2019,1932,2017/08/18,2023/08/01,books-for-existential-crises,books-for-existential-crises (#1),read,"We believe we have so much free will when we don't whether we know it or not. This dystopian fiction demonstrates that very clearly no matter how much autonomy we believe we have, the greater forces above usually have say on what we see, eat, consume, therefore echoes into what we say, create, and demonstrate.",,,1,0
33389679,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,4.22,GENERAL PRESS,Kindle Edition,250,2017,1936,2014/11/06,2023/08/01,,,read,"It is one thing to gamify conversation in order to have the ""ball in your court"", it is another to take from this book the simple lesson of being genuinely interested in others will spur about amazing and lasting connections. What good is it that we have conversation with someone when all we want to do is hear ourselves? The key ""strategies"" listed in this book can come about from mere intuition of a neurotypical person for example. This is not to take away from what the book teaches however, because we all start somewhere, (especially due to the confines of social media and the rise of para-social relationships) I find this to be a reminder of what we might potentially lose more of in the future: connection.",,,1,0
20697493,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade","=""0807060100""","=""9780807060100""",5,4.37,Beacon Press,Hardcover,180,2014,1946,2020/05/12,2023/07/28,books-that-changed-my-life,books-that-changed-my-life (#1),read,To think that we are actively engaging in our pursuit of happiness when in reality it comes to us naturally is a simple message. But to the extent of the context of this book takes on a different meaning entirely. How could so much suffering surrounding you allow for you to even move forward with your thoughts. Being reminded daily of the trials and tribulations in a concentration camp just to transform the plethora of emotions that one could have into one of helping others cope with their own emotions is to say the least inspiring and am forever grateful having read this book.,,,1,0
52037104,Rich Dad Poor Dad: What the Rich Teach Their Kids about Money,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0359727891""","=""9780359727896""",3,4.09,Zack Bowman,ebook,194,2019,1997,2020/07/28,2023/07/28,,,read,,,,1,0
23829634,Consilience: The Unity of Knowledge,Edward O. Wilson,"Wilson, Edward O.",,"=""0804154066""","=""9780804154062""",0,3.98,Vintage,Kindle Edition,382,2014,1998,,2023/08/01,to-read,to-read (#26),to-read,,,,0,0
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""""","=""""",0,4.01,Penguin Classics,Paperback,672,2003,1859,,2024/09/10,to-read,to-read (#134),to-read,,,,0,0
9547888,Attached: The New Science of Adult Attachment and How It Can Help You Findand KeepLove,Amir Levine,"Levine, Amir",Rachel Heller,"=""1585428485""","=""9781585428489""",4,4.13,Tarcher,Hardcover,304,2010,2010,2024/07/21,2024/08/21,,,read,,,,1,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",4,4.12,,Paperback,243,2000,1973,2024/08/11,2024/03/20,,,read,,,,1,0
15730101,The Call of Cthulhu,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",0,4.02,"Amazon Digital Services, Inc.",Kindle Edition,43,2011,1999,,2024/03/20,to-read,to-read (#95),to-read,,,,0,0
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,4.16,"Little, Brown and Company",Hardcover,327,2013,2012,,2024/04/16,to-read,to-read (#133),to-read,,,,0,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.17,Simon & Schuster,Hardcover,675,2007,2007,,2024/04/16,to-read,to-read (#132),to-read,,,,0,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""1524763136""","=""9781524763138""",0,4.44,Crown,Hardcover,448,2018,2018,,2024/04/16,to-read,to-read (#131),to-read,,,,0,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.12,Ecco,Hardcover,392,2015,2015,,2024/04/16,to-read,to-read (#130),to-read,,,,0,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,4.16,Simon & Schuster,Hardcover,630,2011,2011,,2024/04/16,to-read,to-read (#129),to-read,,,,0,0
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",0,3.94,St. Martin's Griffin,ebook,483,2013,2013,,2024/04/16,to-read,to-read (#128),to-read,,,,0,0
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,3.70,Speak,Paperback,305,2009,2008,,2024/04/16,to-read,to-read (#127),to-read,,,,0,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",0,3.92,St. Martin's Press,Hardcover,328,2013,2012,,2024/04/16,to-read,to-read (#126),to-read,,,,0,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.12,Scholastic Press,Hardcover,390,2010,2010,,2024/04/16,,,read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.36,Scholastic Press,Hardcover,391,2009,2009,,2024/04/16,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.36,Ecco,Hardcover,368,2022,2022,,2024/04/16,to-read,to-read (#125),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.12,Knopf,Hardcover,416,2022,2022,,2024/04/16,to-read,to-read (#124),to-read,,,,0,0
61918816,"Yours Truly (Part of Your World, #2)",Abby Jimenez,"Jimenez, Abby",,"=""1538704390""","=""9781538704394""",0,4.30,Forever,Paperback,398,2023,2023,,2024/04/16,to-read,to-read (#123),to-read,,,,0,0
206305528,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",0,4.28,Doubleday,Hardcover,404,2024,2022,,2024/04/16,to-read,to-read (#122),to-read,,,,0,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",0,4.44,Simon & Schuster,ebook,320,2022,2022,,2024/04/16,to-read,to-read (#121),to-read,,,,0,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""1803144378""","=""9781803144375""",0,4.28,Bookouture,Kindle Edition,329,2022,2022,,2024/04/16,to-read,to-read (#120),to-read,,,,0,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",0,4.16,Bloomsbury Publishing,Paperback,419,2020,2015,,2024/04/16,to-read,to-read (#119),to-read,,,,0,0
195820807,"Just for the Summer (Part of Your World, #3)",Abby Jimenez,"Jimenez, Abby",,"=""1538704439""","=""9781538704431""",0,4.35,Forever,Paperback,432,2024,2024,,2024/04/16,to-read,to-read (#118),to-read,,,,0,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",0,4.59,St. Martin's Press,Hardcover,471,2024,2024,,2024/04/16,to-read,to-read (#117),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",0,4.00,Zola Books,ebook,537,2013,2003,,2024/04/16,to-read,to-read (#116),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",0,4.07,Penguin Press,Hardcover,338,2017,2017,,2024/04/16,to-read,to-read (#115),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.81,Scribner,Hardcover,96,1996,1952,,2024/04/16,to-read,to-read (#114),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2024/04/16,to-read,to-read (#113),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.38,Atria Books,Hardcover,337,2014,2012,,2024/04/16,to-read,to-read (#112),to-read,,,,0,0
