Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
89944777,"Plotinus - The Enneads: The Six Enneads, Complete - the Philosophy of Neo-Platonism",Plotinus,"Plotinus, Plotinus","James MacKenna, B S Page","=""1789873541""","=""9781789873542""",0,0.0,Pantianos Classics,Paperback,514,1917,,,2023/08/01,to-read,to-read (#20),to-read,,,,0,0
53677051,Francis Bacon - Novum Organum,Francis Bacon,"Bacon, Francis",,"=""""","=""""",0,3.68,Strelbytskyy Multimedia Publishing,Kindle Edition,383,2020,1620,,2023/08/01,to-read,to-read (#19),to-read,,,,0,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.44,Penguin Books,Paperback,601,2002,1952,,2023/08/01,to-read,to-read (#18),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",0,3.93,Penguin Classics,Paperback,614,1999,-800,,2023/08/01,to-read,to-read (#17),to-read,,,,0,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин","=""0141439661""","=""9780141439662""",0,4.09,Penguin Books,Paperback,409,2003,1811,,2023/08/01,to-read,to-read (#16),to-read,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,4.24,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2023/08/01,to-read,to-read (#15),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2023/08/01,to-read,to-read (#14),to-read,,,,0,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.11,Ballantine Books,Mass Market Paperback,296,1987,1928,,2023/08/01,to-read,to-read (#13),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2023/08/01,to-read,to-read (#12),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2023/08/01,to-read,to-read (#11),to-read,,,,0,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.20,Signet,Mass Market Paperback,325,1963,1962,,2023/08/01,to-read,to-read (#10),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.28,Penguin Books,Paperback,287,2019,1982,,2023/08/01,to-read,to-read (#9),to-read,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541,2006,-700,,2023/08/01,to-read,to-read (#8),to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",0,4.47,G.P. Putnam's Sons,Hardcover,451,2009,2009,,2023/08/01,to-read,to-read (#7),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.29,Penguin,Paperback,671,2002,1866,,2023/08/01,to-read,to-read (#6),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",0,3.92,HarperOne,Paperback,182,2014,1988,,2023/08/01,to-read,to-read (#5),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2023/08/01,to-read,to-read (#4),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.16,Penguin,Paperback,532,2003,1847,,2023/08/01,to-read,to-read (#3),to-read,,,,0,0
20448918,Huckleberry Finn,Mark Twain,"Twain, Mark",,"=""""","=""""",0,3.83,Joust Books,Kindle Edition,270,2009,1885,,2023/08/01,to-read,to-read (#2),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2023/08/01,to-read,to-read (#1),to-read,,,,0,0
128934626,The Bothers Karamazov,Fyodor Dostoyevaky,"Dostoyevaky, Fyodor",,"=""""","=""""",0,4.50,Signet Classic,Paperback,0,1957,,,2023/07/28,currently-reading,currently-reading (#1),currently-reading,,,,1,0
